seq_id,sequence_length_aa,cluster_id,cluster_size,sequence_weight,framework_identity_to_nb252,framework_coverage_to_nb252,is_nb252_neighbor
1203,135,1049,2,0.5,0.79120879,1.0,False
1204,125,1050,1,1.0,0.78021978,1.0,False
1205,118,1051,3,0.3333333333,0.72527473,0.97802198,False
1206,127,1052,1,1.0,0.8021978,1.0,True
1207,129,1053,1,1.0,0.81318681,1.0,True
1208,126,1054,1,1.0,0.83516484,1.0,True
1209,135,1055,1,1.0,0.74725275,1.0,False
1210,123,1056,1,1.0,0.78021978,1.0,False
1211,125,1057,1,1.0,0.81318681,1.0,True
1212,119,1058,1,1.0,0.72527473,0.94505495,False
1213,125,1059,1,1.0,0.82417582,1.0,True
1214,131,1060,1,1.0,0.83516484,1.0,True
1215,127,1061,1,1.0,0.76923077,0.98901099,False
1216,131,1062,1,1.0,0.79120879,1.0,False
1217,125,1063,1,1.0,0.71428571,0.97802198,False
1218,119,1064,1,1.0,0.8021978,0.98901099,True
1219,122,1065,1,1.0,0.75824176,1.0,False
1220,130,1066,1,1.0,0.84615385,1.0,True
1221,117,1067,1,1.0,0.78021978,0.98901099,False
1222,126,1068,1,1.0,0.82417582,1.0,True
1223,129,1069,1,1.0,0.70526316,1.0,False
1224,124,1070,1,1.0,0.83516484,1.0,True
1226,131,1071,1,1.0,0.83516484,0.98901099,True
1227,125,1072,1,1.0,0.82417582,0.98901099,True
1228,128,1073,1,1.0,0.84615385,1.0,True
1229,117,1074,1,1.0,0.81318681,1.0,True
1230,126,1075,1,1.0,0.79120879,0.98901099,False
1231,127,1076,1,1.0,0.8021978,1.0,True
1232,126,1077,1,1.0,0.79120879,0.98901099,False
1233,124,1078,1,1.0,0.83516484,0.98901099,True
1234,130,942,3,0.3333333333,0.78021978,0.98901099,False
1235,107,1079,1,1.0,0.74725275,0.96703297,False
1237,117,1080,1,1.0,0.8021978,1.0,True
1238,126,1081,1,1.0,0.82417582,1.0,True
1239,123,1082,1,1.0,0.8021978,1.0,True
1240,117,1083,1,1.0,0.7032967,0.85714286,False
1241,129,1084,1,1.0,0.76923077,0.98901099,False
1242,128,1085,1,1.0,0.78021978,1.0,False
1243,121,1086,1,1.0,0.84615385,1.0,True
1244,133,1087,1,1.0,0.7032967,1.0,False
1245,132,1088,1,1.0,0.72527473,1.0,False
1246,129,1089,1,1.0,0.85714286,0.97802198,True
1247,122,1090,1,1.0,0.74725275,1.0,False
1248,121,1091,1,1.0,0.82417582,0.97802198,True
1249,124,1092,1,1.0,0.78021978,1.0,False
1250,125,1093,1,1.0,0.83516484,1.0,True
1251,128,1094,1,1.0,0.86813187,0.98901099,True
1252,129,1095,1,1.0,0.79120879,1.0,False
1253,124,1096,1,1.0,0.86813187,1.0,True
1254,131,1097,1,1.0,0.79347826,1.0,False
1255,120,1098,1,1.0,0.71428571,0.87912088,False
1256,126,1099,1,1.0,0.86813187,0.98901099,True
1257,129,1100,1,1.0,0.78021978,0.98901099,False
1258,119,1101,1,1.0,0.82417582,1.0,True
1259,125,1102,1,1.0,0.81318681,0.98901099,True
1260,124,1103,1,1.0,0.76923077,0.97802198,False
1262,123,1104,1,1.0,0.76923077,1.0,False
1263,129,1105,1,1.0,0.82417582,1.0,True
1264,118,1106,1,1.0,0.82417582,1.0,True
1265,128,1107,1,1.0,0.78021978,0.98901099,False
1266,118,1108,1,1.0,0.75824176,1.0,False
1268,129,1109,1,1.0,0.78021978,1.0,False
1269,129,1110,1,1.0,0.82417582,1.0,True
1270,129,1111,1,1.0,0.76923077,0.98901099,False
1271,121,1112,1,1.0,0.76923077,0.98901099,False
1273,130,1113,1,1.0,0.79120879,0.98901099,False
1274,126,1114,1,1.0,0.79120879,1.0,False
1275,129,1115,1,1.0,0.87912088,1.0,True
1276,131,1116,1,1.0,0.78021978,1.0,False
1277,116,1117,1,1.0,0.69230769,0.98901099,False
1278,126,1118,1,1.0,0.68131868,1.0,False
1279,124,1119,1,1.0,0.82417582,1.0,True
1281,128,1120,1,1.0,0.83516484,1.0,True
1282,128,1121,1,1.0,0.76923077,0.98901099,False
1283,131,1122,1,1.0,0.83516484,1.0,True
1284,127,1123,1,1.0,0.81318681,1.0,True
1285,121,1124,1,1.0,0.82417582,1.0,True
1286,128,1125,1,1.0,0.82417582,1.0,True
1287,124,1126,1,1.0,0.73626374,0.98901099,False
1288,131,1127,1,1.0,0.71428571,1.0,False
1289,123,1128,1,1.0,0.83516484,0.98901099,True
1290,116,23,84,0.0119047619,0.73626374,0.98901099,False
1291,117,1129,1,1.0,0.69230769,0.85714286,False
1292,126,1130,1,1.0,0.78021978,1.0,False
1293,130,1131,1,1.0,0.74725275,0.98901099,False
1294,126,1132,1,1.0,0.73626374,0.98901099,False
1295,123,1133,1,1.0,0.74725275,1.0,False
1296,124,1134,1,1.0,0.78021978,1.0,False
1297,123,1135,1,1.0,0.67032967,0.97802198,False
1298,126,1136,1,1.0,0.81318681,1.0,True
1299,130,1137,1,1.0,0.84615385,1.0,True
1300,126,1138,1,1.0,0.8021978,1.0,True
1301,125,1139,1,1.0,0.81318681,1.0,True
1302,122,1140,1,1.0,0.82417582,0.97802198,True
1303,125,1141,1,1.0,0.8021978,1.0,True
1304,123,1142,1,1.0,0.7032967,1.0,False
1305,123,1143,1,1.0,0.78021978,1.0,False
1306,127,1144,1,1.0,0.87912088,1.0,True
1307,124,1145,1,1.0,0.75824176,0.98901099,False
1308,127,1146,1,1.0,0.73626374,1.0,False
1309,127,1147,1,1.0,0.75824176,1.0,False
1310,118,1148,1,1.0,0.65217391,0.98901099,False
1311,125,1149,1,1.0,0.76923077,1.0,False
1312,123,1150,1,1.0,0.82417582,1.0,True
1313,126,1151,1,1.0,0.79120879,1.0,False
1314,123,1152,1,1.0,0.76923077,1.0,False
1315,120,1153,1,1.0,0.64835165,0.87912088,False
1316,123,1154,1,1.0,0.81318681,1.0,True
1317,130,1155,1,1.0,0.77659574,1.0,False
1318,118,1156,1,1.0,0.75824176,0.98901099,False
1319,124,1157,1,1.0,0.71428571,0.98901099,False
1320,122,1158,1,1.0,0.81318681,1.0,True
1321,123,1159,1,1.0,0.86813187,1.0,True
1322,128,1160,1,1.0,0.79120879,1.0,False
1323,117,1161,1,1.0,0.76923077,0.98901099,False
1324,122,1162,1,1.0,0.69230769,0.93406593,False
1325,128,1163,1,1.0,0.81318681,1.0,True
1327,122,1164,3,0.3333333333,0.76923077,0.98901099,False
1328,127,1165,1,1.0,0.83516484,1.0,True
1329,124,1166,1,1.0,0.78021978,1.0,False
1330,130,1167,1,1.0,0.81318681,0.98901099,True
1331,131,1168,1,1.0,0.84615385,1.0,True
1332,127,1169,1,1.0,0.75824176,1.0,False
1333,123,1170,1,1.0,0.79120879,1.0,False
1334,130,1171,1,1.0,0.83516484,1.0,True
1336,119,1172,1,1.0,0.8021978,0.98901099,True
1337,129,1173,1,1.0,0.72527473,1.0,False
1338,118,1174,1,1.0,0.74725275,0.98901099,False
1339,120,1175,1,1.0,0.69230769,0.87912088,False
1340,117,1176,1,1.0,0.8021978,1.0,True
1341,130,1177,1,1.0,0.82417582,1.0,True
1342,118,1178,1,1.0,0.76923077,1.0,False
1344,125,1179,1,1.0,0.84615385,1.0,True
1345,121,1180,1,1.0,0.78021978,0.98901099,False
1346,126,1181,1,1.0,0.82417582,1.0,True
1347,127,1182,1,1.0,0.87912088,1.0,True
1348,122,1183,1,1.0,0.83516484,1.0,True
1349,128,1184,1,1.0,0.78021978,1.0,False
1350,130,1185,1,1.0,0.79120879,1.0,False
1351,127,1186,1,1.0,0.83516484,1.0,True
1352,125,1187,1,1.0,0.68131868,0.98901099,False
1353,124,1188,1,1.0,0.78021978,1.0,False
1354,137,1189,1,1.0,0.76923077,0.98901099,False
1355,129,1190,1,1.0,0.78021978,1.0,False
1356,122,1191,1,1.0,0.73626374,1.0,False
1357,123,1192,1,1.0,0.82417582,1.0,True
1358,125,1193,1,1.0,0.82417582,0.98901099,True
1359,126,1194,1,1.0,0.76923077,1.0,False
1360,118,1195,1,1.0,0.61538462,0.98901099,False
1361,131,1196,1,1.0,0.79120879,1.0,False
1362,128,1197,1,1.0,0.78021978,0.98901099,False
1363,124,1198,1,1.0,0.74725275,1.0,False
1364,116,1199,1,1.0,0.62637363,0.97802198,False
1365,119,1200,1,1.0,0.79120879,0.98901099,False
1366,130,1201,1,1.0,0.85714286,1.0,True
1367,132,1202,1,1.0,0.82417582,0.97802198,True
1368,122,1203,1,1.0,0.84615385,1.0,True
1369,125,1204,1,1.0,0.77173913,1.0,False
1370,128,1205,1,1.0,0.84615385,1.0,True
1371,127,1206,1,1.0,0.74725275,0.98901099,False
1372,128,1207,1,1.0,0.76923077,1.0,False
1373,120,626,16,0.0625,0.67032967,0.87912088,False
1374,121,1208,2,0.5,0.69230769,1.0,False
1375,119,1209,1,1.0,0.75824176,1.0,False
1376,131,1210,1,1.0,0.75824176,1.0,False
1377,118,579,5,0.2,0.78021978,1.0,False
1378,129,1211,1,1.0,0.83516484,1.0,True
1379,117,1212,1,1.0,0.78021978,0.98901099,False
1380,130,1213,1,1.0,0.83516484,1.0,True
1381,131,1214,1,1.0,0.76923077,1.0,False
1382,129,1215,1,1.0,0.83516484,1.0,True
1383,130,1216,1,1.0,0.76923077,1.0,False
1384,130,1217,1,1.0,0.79120879,0.97802198,False
1385,116,1218,1,1.0,0.74725275,0.98901099,False
1386,124,1219,1,1.0,0.78021978,1.0,False
1387,124,1220,1,1.0,0.65934066,0.87912088,False
1388,125,1221,1,1.0,0.78021978,1.0,False
1389,119,194,2,0.5,0.69230769,1.0,False
1390,125,1222,1,1.0,0.75824176,0.98901099,False
1391,129,1223,1,1.0,0.71428571,1.0,False
1392,129,1224,1,1.0,0.8021978,1.0,True
1393,129,1225,1,1.0,0.85714286,0.98901099,True
1394,131,1226,1,1.0,0.69148936,1.0,False
1395,129,1227,1,1.0,0.71428571,1.0,False
1396,123,1228,1,1.0,0.86813187,1.0,True
1397,123,1229,1,1.0,0.75824176,0.98901099,False
1398,123,1230,1,1.0,0.79120879,1.0,False
1399,125,1231,1,1.0,0.83516484,1.0,True
1400,129,1232,1,1.0,0.82417582,1.0,True
1401,128,1233,1,1.0,0.78021978,1.0,False
1402,120,1234,1,1.0,0.76923077,1.0,False
1403,121,1235,1,1.0,0.76923077,0.98901099,False
1404,126,1236,1,1.0,0.74725275,1.0,False
1405,122,1237,1,1.0,0.78021978,0.97802198,False
1406,125,1238,1,1.0,0.8021978,0.98901099,True
1408,126,1239,1,1.0,0.82417582,1.0,True
1409,118,1240,1,1.0,0.83516484,0.98901099,True
1410,125,1241,1,1.0,0.79120879,0.98901099,False
1411,127,1242,1,1.0,0.81318681,1.0,True
1412,126,1243,1,1.0,0.79120879,1.0,False
1413,119,1244,1,1.0,0.69230769,0.87912088,False
1414,124,1245,1,1.0,0.79120879,1.0,False
1415,123,1246,1,1.0,0.73626374,0.98901099,False
1416,126,1247,1,1.0,0.75824176,1.0,False
1417,122,1248,1,1.0,0.75824176,0.97802198,False
1418,121,1249,1,1.0,0.73626374,0.98901099,False
1419,124,1250,1,1.0,0.72826087,0.98901099,False
1420,125,1251,1,1.0,0.71428571,1.0,False
1421,135,1252,1,1.0,0.75824176,1.0,False
1422,124,1253,1,1.0,0.79120879,1.0,False
1423,124,1254,1,1.0,0.72826087,1.0,False
1424,127,393,6,0.1666666667,0.79120879,1.0,False
1425,127,1255,1,1.0,0.74193548,1.0,False
1426,118,1256,1,1.0,0.81318681,0.98901099,True
1427,118,1257,1,1.0,0.79120879,1.0,False
1428,129,1258,1,1.0,0.65934066,1.0,False
1429,121,1259,1,1.0,0.81318681,1.0,True
1430,123,1260,1,1.0,0.83516484,1.0,True
1431,131,1261,1,1.0,0.82417582,0.98901099,True
1433,121,1262,1,1.0,0.81318681,1.0,True
1434,129,1263,1,1.0,0.82417582,1.0,True
1435,126,1264,1,1.0,0.81318681,1.0,True
1436,130,1265,1,1.0,0.7173913,1.0,False
1437,127,1266,1,1.0,0.86813187,0.98901099,True
1439,124,1267,1,1.0,0.73626374,1.0,False
1440,125,1268,1,1.0,0.82417582,0.98901099,True
1441,124,1269,1,1.0,0.7173913,0.98901099,False
1442,127,1270,1,1.0,0.8021978,1.0,True
1443,130,1271,1,1.0,0.83516484,0.98901099,True
1444,117,23,84,0.0119047619,0.73626374,1.0,False
1445,119,1272,1,1.0,0.76923077,0.96703297,False
1446,118,1273,1,1.0,0.84615385,1.0,True
1447,125,1274,1,1.0,0.78021978,0.97802198,False
1448,125,1275,1,1.0,0.83516484,1.0,True
1449,129,1276,1,1.0,0.78021978,0.98901099,False
1450,125,1277,1,1.0,0.79120879,1.0,False
1451,124,1278,1,1.0,0.8021978,1.0,True
1452,125,1279,1,1.0,0.7032967,1.0,False
1453,119,1280,1,1.0,0.81318681,0.98901099,True
1455,121,1281,1,1.0,0.76923077,1.0,False
1456,124,1282,1,1.0,0.8021978,1.0,True
1457,125,126,10,0.1,0.82417582,1.0,True
1458,127,1283,1,1.0,0.69230769,1.0,False
1459,124,1284,1,1.0,0.82417582,0.98901099,True
1460,124,1285,1,1.0,0.9010989,1.0,True
1461,119,1286,1,1.0,0.87912088,0.98901099,True
1462,128,1287,1,1.0,0.74725275,1.0,False
1463,130,1288,1,1.0,0.75824176,1.0,False
1464,131,1289,1,1.0,0.81318681,1.0,True
1465,131,1290,1,1.0,0.81318681,1.0,True
1466,126,1291,1,1.0,0.76923077,0.98901099,False
1467,125,1292,1,1.0,0.75824176,0.97802198,False
1468,125,1293,1,1.0,0.72527473,1.0,False
1469,125,1294,2,0.5,0.83516484,1.0,True
1471,125,1295,1,1.0,0.87912088,1.0,True
1472,132,1296,1,1.0,0.84615385,1.0,True
1473,128,601,4,0.25,0.73626374,1.0,False
1474,127,1297,1,1.0,0.78021978,0.98901099,False
1475,124,1298,1,1.0,0.7032967,1.0,False
1477,121,1299,1,1.0,0.81318681,1.0,True
1478,120,1300,1,1.0,0.74725275,1.0,False
1480,129,1301,1,1.0,0.78021978,1.0,False
1483,122,1302,1,1.0,0.8021978,1.0,True
1484,124,1303,2,0.5,0.78021978,1.0,False
1485,127,1304,1,1.0,0.75824176,1.0,False
1486,123,1305,1,1.0,0.72527473,0.97802198,False
1487,118,1306,1,1.0,0.72527473,0.98901099,False
1488,126,1307,1,1.0,0.78021978,1.0,False
1489,124,89,2,0.5,0.75824176,0.98901099,False
1490,124,1308,1,1.0,0.8021978,1.0,True
1491,126,1309,1,1.0,0.84615385,0.98901099,True
1492,116,1310,1,1.0,0.78021978,1.0,False
1493,133,1311,1,1.0,0.76923077,0.98901099,False
1494,118,1312,1,1.0,0.8021978,1.0,True
1496,127,1313,1,1.0,0.78021978,1.0,False
1497,124,1314,1,1.0,0.82417582,1.0,True
1498,123,1315,1,1.0,0.81318681,1.0,True
1499,121,1316,1,1.0,0.84615385,1.0,True
1500,118,1317,1,1.0,0.76923077,0.98901099,False
1501,121,1318,1,1.0,0.71428571,0.98901099,False
1502,120,1319,1,1.0,0.67032967,0.86813187,False
1503,127,1320,1,1.0,0.76923077,0.98901099,False
1504,127,1321,1,1.0,0.74725275,1.0,False
1505,116,1322,1,1.0,0.73626374,0.98901099,False
1507,124,1323,1,1.0,0.78021978,1.0,False
1508,125,1324,1,1.0,0.7032967,1.0,False
1510,126,1325,1,1.0,0.82417582,1.0,True
1511,125,1326,1,1.0,0.75,0.97802198,False
1512,120,626,16,0.0625,0.67032967,0.87912088,False
1513,125,1327,1,1.0,0.76923077,1.0,False
1514,125,1328,1,1.0,0.85714286,1.0,True
1515,126,1329,1,1.0,0.78021978,0.98901099,False
1517,118,1330,1,1.0,0.61538462,0.96703297,False
1518,126,1331,1,1.0,0.74468085,1.0,False
1519,127,1332,1,1.0,0.81318681,0.98901099,True
1520,132,1333,1,1.0,0.76923077,0.98901099,False
1521,129,1334,1,1.0,0.71428571,1.0,False
1522,129,1335,1,1.0,0.76923077,1.0,False
1523,129,1336,1,1.0,0.83516484,1.0,True
1524,119,1337,1,1.0,0.81318681,1.0,True
1525,126,1338,1,1.0,0.76923077,0.98901099,False
1526,126,1339,1,1.0,0.84615385,0.98901099,True
1527,126,1340,1,1.0,0.75824176,1.0,False
1528,118,1341,1,1.0,0.79120879,1.0,False
1529,130,1342,1,1.0,0.82417582,1.0,True
1530,133,1343,1,1.0,0.78021978,1.0,False
1531,131,1344,1,1.0,0.8021978,1.0,True
1532,129,1345,1,1.0,0.8021978,1.0,True
1533,122,1346,1,1.0,0.83516484,1.0,True
1534,129,1347,1,1.0,0.72631579,0.98901099,False
1535,122,1348,1,1.0,0.81318681,1.0,True
1536,118,1349,1,1.0,0.8021978,1.0,True
1537,119,1350,1,1.0,0.81318681,1.0,True
1538,123,1351,1,1.0,0.78021978,1.0,False
1539,128,1352,1,1.0,0.79120879,1.0,False
1540,117,1353,1,1.0,0.78021978,0.98901099,False
1541,127,1354,1,1.0,0.81318681,1.0,True
1542,128,1355,1,1.0,0.8021978,1.0,True
1543,121,1356,1,1.0,0.83516484,0.98901099,True
1544,131,1357,1,1.0,0.75824176,1.0,False
1545,123,1358,1,1.0,0.81318681,1.0,True
1546,126,1359,1,1.0,0.74725275,1.0,False
1547,131,1360,1,1.0,0.76923077,0.98901099,False
1548,124,1361,1,1.0,0.76923077,0.97802198,False
1549,125,1362,1,1.0,0.75824176,0.98901099,False
1550,123,1363,1,1.0,0.71428571,1.0,False
1551,126,1364,1,1.0,0.74725275,0.98901099,False
1552,120,1365,1,1.0,0.74725275,0.98901099,False
1553,120,1366,1,1.0,0.73626374,1.0,False
1554,128,1367,1,1.0,0.79120879,1.0,False
1555,129,1368,1,1.0,0.8021978,1.0,True
1556,127,1369,1,1.0,0.76923077,1.0,False
1557,125,1370,1,1.0,0.85714286,1.0,True
1558,116,23,84,0.0119047619,0.71428571,0.98901099,False
1560,129,1371,1,1.0,0.82417582,1.0,True
1561,119,1372,1,1.0,0.82417582,1.0,True
1562,122,1373,1,1.0,0.79120879,0.97802198,False
1563,125,1374,1,1.0,0.81318681,1.0,True
1564,127,1375,2,0.5,0.71276596,1.0,False
1565,125,1376,1,1.0,0.76923077,1.0,False
1566,126,1377,1,1.0,0.78021978,1.0,False
1567,125,1378,1,1.0,0.79120879,0.98901099,False
1568,117,1379,2,0.5,0.8021978,1.0,True
1569,124,1380,1,1.0,0.74725275,1.0,False
1570,120,626,16,0.0625,0.65934066,0.87912088,False
1572,117,1381,1,1.0,0.78021978,0.98901099,False
1573,131,1382,1,1.0,0.75824176,1.0,False
1574,116,1383,1,1.0,0.73626374,0.97802198,False
1575,120,1384,1,1.0,0.75824176,0.98901099,False
1576,125,1385,1,1.0,0.83516484,1.0,True
1577,116,1386,1,1.0,0.75824176,0.98901099,False
1578,120,1387,1,1.0,0.73626374,1.0,False
1579,123,1388,1,1.0,0.82417582,1.0,True
1580,125,1389,1,1.0,0.77419355,1.0,False
1581,129,1390,1,1.0,0.84615385,1.0,True
1582,131,1391,1,1.0,0.71428571,1.0,False
1583,129,1392,1,1.0,0.83516484,1.0,True
1584,126,1393,1,1.0,0.69230769,1.0,False
1585,112,1394,2,0.5,0.67032967,1.0,False
1586,127,1395,1,1.0,0.8021978,1.0,True
1588,127,1396,1,1.0,0.73958333,0.98901099,False
1589,126,1397,1,1.0,0.82417582,1.0,True
1590,119,1398,1,1.0,0.74725275,0.98901099,False
1591,123,1399,1,1.0,0.75824176,1.0,False
1592,119,1400,1,1.0,0.71428571,1.0,False
1593,125,1401,1,1.0,0.72527473,0.97802198,False
1594,128,1402,1,1.0,0.78021978,1.0,False
1595,124,1403,1,1.0,0.8021978,0.97802198,True
1596,126,1404,1,1.0,0.85714286,0.97802198,True
1597,120,1405,1,1.0,0.7032967,0.86813187,False
1598,121,1406,1,1.0,0.84615385,0.98901099,True
1599,127,1407,1,1.0,0.8021978,1.0,True
1600,129,1408,1,1.0,0.74725275,1.0,False
1601,128,1409,1,1.0,0.75824176,0.98901099,False
1602,117,1410,1,1.0,0.71428571,0.98901099,False
1603,125,1411,1,1.0,0.85714286,1.0,True
1604,129,1412,1,1.0,0.75824176,1.0,False
1605,126,1413,1,1.0,0.83516484,1.0,True
1606,127,1414,1,1.0,0.72527473,0.97802198,False
1607,125,1415,1,1.0,0.74725275,1.0,False
1608,127,1416,1,1.0,0.78021978,1.0,False
1609,127,1417,1,1.0,0.85714286,1.0,True
1610,115,1418,1,1.0,0.76923077,1.0,False
1611,128,1419,1,1.0,0.79120879,1.0,False
1612,126,1420,1,1.0,0.81318681,1.0,True
1613,126,1421,2,0.5,0.74725275,1.0,False
1614,132,1422,1,1.0,0.81521739,1.0,True
1615,123,1423,1,1.0,0.7032967,0.97802198,False
1616,117,23,84,0.0119047619,0.72527473,1.0,False
1617,114,1424,1,1.0,0.73626374,0.97802198,False
1618,115,1425,1,1.0,0.76923077,1.0,False
1619,118,333,6,0.1666666667,0.71428571,0.98901099,False
1620,122,489,2,0.5,0.82417582,1.0,True
1621,127,1426,1,1.0,0.79120879,1.0,False
1622,118,1427,1,1.0,0.75824176,1.0,False
1623,122,1428,1,1.0,0.75824176,1.0,False
1624,118,626,16,0.0625,0.67032967,0.85714286,False
1625,124,1429,1,1.0,0.84615385,0.98901099,True
1626,127,1430,1,1.0,0.7032967,1.0,False
1628,123,1431,1,1.0,0.81318681,0.98901099,True
1629,125,1432,1,1.0,0.74725275,0.98901099,False
1630,119,1433,1,1.0,0.8021978,1.0,True
1631,120,160,2,0.5,0.82417582,1.0,True
1632,119,1434,1,1.0,0.84615385,1.0,True
1633,132,1435,1,1.0,0.89010989,0.98901099,True
1634,129,1436,1,1.0,0.86813187,1.0,True
1635,125,1294,2,0.5,0.85714286,1.0,True
1636,119,1437,1,1.0,0.8021978,1.0,True
1637,126,1438,1,1.0,0.73626374,0.97802198,False
1638,129,1439,1,1.0,0.79120879,1.0,False
1640,122,1440,1,1.0,0.75824176,0.98901099,False
1641,115,1441,1,1.0,0.75824176,0.96703297,False
1642,129,1442,1,1.0,0.85714286,1.0,True
1643,124,1443,1,1.0,0.75824176,1.0,False
1644,120,1444,1,1.0,0.74725275,1.0,False
1646,133,1445,1,1.0,0.85714286,1.0,True
1647,120,1446,1,1.0,0.81318681,1.0,True
1649,129,1447,1,1.0,0.79120879,1.0,False
1650,129,1448,1,1.0,0.79120879,1.0,False
1651,120,1449,1,1.0,0.75824176,0.98901099,False
1652,123,1450,1,1.0,0.81318681,1.0,True
1653,129,1451,1,1.0,0.73626374,1.0,False
1654,120,1452,1,1.0,0.72527473,1.0,False
1655,124,1453,1,1.0,0.82417582,1.0,True
1656,113,1454,1,1.0,0.72527473,1.0,False
1657,118,1455,1,1.0,0.67032967,0.95604396,False
1658,134,1456,1,1.0,0.79120879,1.0,False
1659,129,1457,1,1.0,0.81318681,0.98901099,True
1660,124,1458,1,1.0,0.83516484,1.0,True
1661,127,1459,1,1.0,0.78021978,1.0,False
1662,124,1460,1,1.0,0.79120879,1.0,False
1664,122,1461,1,1.0,0.82417582,1.0,True
1665,130,1462,1,1.0,0.83516484,0.98901099,True
1666,125,1463,1,1.0,0.69230769,1.0,False
1667,126,1464,1,1.0,0.79120879,1.0,False
1669,124,1465,1,1.0,0.82417582,1.0,True
1670,122,1466,1,1.0,0.79120879,1.0,False
1671,130,1467,1,1.0,0.75824176,1.0,False
1673,124,1468,1,1.0,0.84615385,1.0,True
1674,119,1469,1,1.0,0.75824176,1.0,False
1675,129,1470,1,1.0,0.73404255,1.0,False
1676,123,1471,1,1.0,0.83516484,1.0,True
1677,117,1472,1,1.0,0.82417582,1.0,True
1678,117,1473,1,1.0,0.82417582,0.98901099,True
1679,127,1474,6,0.1666666667,0.64835165,1.0,False
1680,118,579,5,0.2,0.79120879,1.0,False
1681,123,1475,1,1.0,0.82417582,0.97802198,True
1682,122,1476,1,1.0,0.7032967,0.96703297,False
1684,130,1477,1,1.0,0.8021978,0.98901099,True
1685,126,1478,1,1.0,0.81521739,1.0,True
1686,131,1479,1,1.0,0.73913043,1.0,False
1687,120,1480,1,1.0,0.65934066,1.0,False
1688,126,1481,1,1.0,0.81318681,0.95604396,True
1689,111,1482,1,1.0,0.82417582,1.0,True
1690,120,1483,1,1.0,0.83516484,0.98901099,True
1691,128,1484,1,1.0,0.76923077,0.98901099,False
1692,127,1485,1,1.0,0.7173913,1.0,False
1693,126,1486,1,1.0,0.85714286,0.98901099,True
1694,125,1487,1,1.0,0.75824176,0.98901099,False
1695,141,1488,1,1.0,0.75824176,1.0,False
1696,121,1489,1,1.0,0.74725275,1.0,False
1697,121,1490,1,1.0,0.73626374,0.98901099,False
1698,129,1491,1,1.0,0.8021978,0.98901099,True
1699,125,1492,1,1.0,0.8021978,1.0,True
1700,118,1493,2,0.5,0.68131868,0.97802198,False
1701,131,1494,1,1.0,0.74725275,0.96703297,False
1702,117,1495,1,1.0,0.7032967,1.0,False
1703,124,1496,1,1.0,0.73626374,1.0,False
1704,122,1497,1,1.0,0.75824176,0.98901099,False
1705,118,1498,1,1.0,0.63736264,0.86813187,False
1706,127,1499,1,1.0,0.75824176,0.98901099,False
1708,122,1500,1,1.0,0.86813187,1.0,True
1709,127,1501,1,1.0,0.75824176,1.0,False
1710,126,1502,1,1.0,0.83516484,1.0,True
1711,125,1503,1,1.0,0.72527473,1.0,False
1712,133,1504,1,1.0,0.75824176,1.0,False
1713,124,1505,1,1.0,0.83516484,1.0,True
1714,139,1506,1,1.0,0.82417582,1.0,True
1715,123,1507,1,1.0,0.82417582,1.0,True
1717,127,1508,1,1.0,0.82417582,1.0,True
1718,126,1509,1,1.0,0.81318681,1.0,True
1719,119,1510,1,1.0,0.74725275,0.98901099,False
1720,117,1511,1,1.0,0.75824176,0.98901099,False
1721,124,1512,1,1.0,0.86813187,1.0,True
1722,126,1513,1,1.0,0.61538462,0.98901099,False
1723,115,1514,1,1.0,0.79120879,0.97802198,False
1724,130,1515,1,1.0,0.82417582,1.0,True
1725,127,1516,1,1.0,0.73626374,1.0,False
1726,127,1517,1,1.0,0.79120879,1.0,False
1727,122,1518,1,1.0,0.71428571,0.87912088,False
1728,125,1519,1,1.0,0.83516484,0.97802198,True
1729,118,1379,2,0.5,0.8021978,1.0,True
1730,127,1520,1,1.0,0.79120879,1.0,False
1731,127,1521,1,1.0,0.78021978,0.98901099,False
1732,125,1522,1,1.0,0.74725275,0.98901099,False
1733,124,1523,1,1.0,0.78021978,0.98901099,False
1734,117,1524,3,0.3333333333,0.71428571,1.0,False
1735,117,1525,1,1.0,0.68131868,0.98901099,False
1736,125,1526,1,1.0,0.82417582,0.98901099,True
1737,129,1527,1,1.0,0.73626374,1.0,False
1738,129,1528,1,1.0,0.78021978,0.98901099,False
1739,121,1529,1,1.0,0.82417582,1.0,True
1740,125,1530,1,1.0,0.76923077,0.98901099,False
1741,121,1531,1,1.0,0.82417582,1.0,True
1742,124,1532,1,1.0,0.71428571,1.0,False
1743,126,1533,1,1.0,0.78021978,0.98901099,False
1744,118,1534,1,1.0,0.79120879,1.0,False
1745,118,1535,1,1.0,0.71428571,0.97802198,False
1746,123,1536,1,1.0,0.86813187,1.0,True
1747,125,1537,1,1.0,0.8021978,1.0,True
1749,135,1049,2,0.5,0.78021978,1.0,False
1750,126,1538,1,1.0,0.81318681,1.0,True
1751,125,1539,1,1.0,0.83516484,0.98901099,True
1752,116,1540,1,1.0,0.83516484,1.0,True
1754,124,1541,1,1.0,0.75824176,1.0,False
1755,116,1542,1,1.0,0.7032967,0.98901099,False
1756,124,1543,1,1.0,0.75824176,1.0,False
1757,127,1544,1,1.0,0.83516484,0.98901099,True
1758,126,1545,1,1.0,0.75824176,0.97802198,False
1759,128,1546,1,1.0,0.85714286,1.0,True
